Time Type Lambda Xn Yn Zn Xs Ys Zs 
8.7900 0 0.00000 0.000 0.000 0.000 0.012 -0.002 0.000
8.8000 0 0.00000 0.000 0.000 0.000 0.011 -0.002 0.000
8.8100 0 0.00000 0.000 0.000 0.000 0.011 -0.002 0.000
8.8200 0 0.00000 0.000 0.000 0.000 0.010 -0.002 0.000
8.8300 0 0.00000 0.000 0.000 0.000 0.010 -0.002 0.000
8.8400 0 0.00000 0.000 0.000 0.000 0.009 -0.002 0.000
8.8500 0 0.00000 0.000 0.000 0.000 0.009 -0.002 0.000
8.8600 0 0.00000 0.000 0.000 0.000 0.008 -0.002 0.000
8.8700 0 0.00000 0.000 0.000 0.000 0.008 -0.002 0.000
8.8800 0 0.00000 0.000 0.000 0.000 0.007 -0.002 0.000
8.8900 0 0.00000 0.000 0.000 0.000 0.007 -0.002 0.000
8.9000 0 0.00000 0.000 0.000 0.000 0.007 -0.002 0.000
8.9100 0 0.00000 0.000 0.000 0.000 0.006 -0.002 0.000
8.9200 0 0.00000 0.000 0.000 0.000 0.006 -0.002 0.000
8.9300 0 0.00000 0.000 0.000 0.000 0.005 -0.002 0.000
8.9400 0 0.00000 0.000 0.000 0.000 0.005 -0.002 0.000
8.9500 0 0.00000 0.000 0.000 0.000 0.005 -0.002 0.000
8.9600 0 0.00000 0.000 0.000 0.000 0.004 -0.002 0.000
8.9700 0 0.00000 0.000 0.000 0.000 0.004 -0.002 0.000
